Gouvernorat,Délégation,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Kebili,Kebili Nord,1946775,7330 m²,,"sondage, eau",Olives,"clôture, titre foncier",7330.0,265.59
Kebili,Kebili Nord,342270,4697 m²,,eau,,,4697.0,72.87
Kebili,Kebili Nord,6224990,16972 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",16972.0,366.78
Kebili,Kebili Nord,1196626,12203 m²,,eau,,,12203.0,98.06
Kebili,Kebili Nord,3142194,6806 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",6806.0,461.68
Kebili,Kebili Nord,1398136,8746 m²,,"sondage, eau",Olives,titre foncier,8746.0,159.86
Kebili,Kebili Nord,2247970,17441 m²,,,,titre foncier,17441.0,128.89
Kebili,Kebili Nord,4820479,13588 m²,près du centre,"puit, électricité",Palmiers,"clôture, titre foncier",13588.0,354.76
Kebili,Kebili Nord,5861344,17331 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",17331.0,338.2
Kebili,Kebili Nord,3468407,11664 m²,,"puit, eau",Olives,"clôture, titre foncier",11664.0,297.36
Kebili,Kebili Nord,7443820,17491 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",17491.0,425.58
Kebili,Kebili Nord,2134979,19805 m²,,,,titre foncier,19805.0,107.8
Kebili,Kebili Nord,974985,4335 m²,,"puit, eau",,"clôture, titre foncier",4335.0,224.91
Kebili,Kebili Nord,1042219,13622 m²,,eau,,,13622.0,76.51
Kebili,Kebili Nord,4341084,15101 m²,,"puit, eau",,"clôture, titre foncier",15101.0,287.47
Kebili,Kebili Nord,1939494,17418 m²,,,,titre foncier,17418.0,111.35
Kebili,Kebili Nord,3420187,9252 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",9252.0,369.67
Kebili,Kebili Nord,404783,5508 m²,,eau,,,5508.0,73.49
Kebili,Kebili Nord,1053153,3613 m²,,"sondage, eau",,"clôture, titre foncier",3613.0,291.49
Kebili,Kebili Nord,5314815,15265 m²,,"sondage, électricité",Olives,"clôture, titre foncier",15265.0,348.17
Kebili,Kebili Nord,3494718,8444 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8444.0,413.87
Kebili,Kebili Nord,5870860,16439 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",16439.0,357.13
Kebili,Kebili Nord,608942,1733 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",1733.0,351.38
Kebili,Kebili Nord,2633816,6131 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",6131.0,429.59
Kebili,Kebili Nord,4312290,18655 m²,,"puit, eau",,"clôture, titre foncier",18655.0,231.16
Kebili,Kebili Nord,757677,11767 m²,,eau,,,11767.0,64.39
Kebili,Kebili Nord,1532674,5773 m²,,"puit, eau",,"clôture, titre foncier",5773.0,265.49
Kebili,Kebili Nord,2136619,5413 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",5413.0,394.72
Kebili,Kebili Nord,2707955,12563 m²,,"sondage, eau",Olives,"clôture, titre foncier",12563.0,215.55
Kebili,Kebili Nord,3275075,11558 m²,,"sondage, eau",Olives,"clôture, titre foncier",11558.0,283.36
Kebili,Kebili Nord,1715265,4463 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",4463.0,384.33
Kebili,Kebili Nord,5904968,12473 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",12473.0,473.42
Kebili,Kebili Nord,4051913,11106 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",11106.0,364.84
Kebili,Kebili Nord,5768941,18651 m²,,"sondage, électricité",Olives,"clôture, titre foncier",18651.0,309.31
Kebili,Kebili Nord,235153,1839 m²,,,,titre foncier,1839.0,127.87
Kebili,Kebili Nord,3695627,12095 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",12095.0,305.55
Kebili,Kebili Nord,6301251,14129 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",14129.0,445.98
Kebili,Kebili Nord,2565939,5963 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",5963.0,430.31
Kebili,Kebili Nord,3138274,13343 m²,,"puit, eau",,"clôture, titre foncier",13343.0,235.2
Kebili,Kebili Nord,7458026,18154 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",18154.0,410.82
Kebili,Kebili Nord,911356,8451 m²,,,,titre foncier,8451.0,107.84
Kebili,Kebili Nord,6968001,16948 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",16948.0,411.14
Kebili,Kebili Nord,4121287,14396 m²,,"puit, eau",Olives,"clôture, titre foncier",14396.0,286.28
Kebili,Kebili Nord,5534113,19869 m²,,"puit, eau",Olives,"clôture, titre foncier",19869.0,278.53
Kebili,Kebili Nord,1951903,12346 m²,,"puit, eau",Olives,titre foncier,12346.0,158.1
Kebili,Kebili Nord,2618267,17888 m²,,,,titre foncier,17888.0,146.37
Kebili,Kebili Nord,6603947,13266 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",13266.0,497.81
Kebili,Kebili Nord,1119667,4481 m²,,"puit, eau",Olives,"clôture, titre foncier",4481.0,249.87
Kebili,Kebili Nord,1919125,8207 m²,,"puit, eau",,"clôture, titre foncier",8207.0,233.84
Kebili,Kebili Nord,4979080,11691 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11691.0,425.89
Kebili,Kebili Nord,2164238,5381 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",5381.0,402.2
Kebili,Kebili Nord,1169640,5370 m²,,"puit, eau",,"clôture, titre foncier",5370.0,217.81
Kebili,Kebili Nord,1815711,9923 m²,,"sondage, eau",Olives,titre foncier,9923.0,182.98
Kebili,Kebili Nord,4137792,12135 m²,,"sondage, électricité",Olives,"clôture, titre foncier",12135.0,340.98
Kebili,Kebili Nord,6953943,17954 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",17954.0,387.32
Kebili,Kebili Nord,876518,4750 m²,,"puit, eau",Olives,titre foncier,4750.0,184.53
Kebili,Kebili Nord,1548046,3818 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3818.0,405.46
Kebili,Kebili Nord,1689462,12742 m²,,,,titre foncier,12742.0,132.59
Kebili,Kebili Nord,695562,9457 m²,,eau,,,9457.0,73.55
Kebili,Kebili Nord,1711359,12520 m²,,,,titre foncier,12520.0,136.69
Kebili,Kebili Nord,903411,3410 m²,,"puit, eau",,"clôture, titre foncier",3410.0,264.93
Kebili,Kebili Nord,2649623,17809 m²,,,,titre foncier,17809.0,148.78
Kebili,Kebili Nord,4131053,16556 m²,,"sondage, eau",,"clôture, titre foncier",16556.0,249.52
Kebili,Kebili Nord,4440694,9926 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",9926.0,447.38
Kebili,Kebili Nord,3422086,8055 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8055.0,424.84
Kebili,Kebili Nord,3587043,10276 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",10276.0,349.07
Kebili,Kebili Nord,1815509,10458 m²,,"puit, eau",,titre foncier,10458.0,173.6
Kebili,Kebili Nord,3573756,18837 m²,,"sondage, eau",Olives,titre foncier,18837.0,189.72
Kebili,Kebili Nord,4498715,14694 m²,,"puit, électricité",Palmiers,"clôture, titre foncier",14694.0,306.16
Kebili,Kebili Nord,5567923,16357 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",16357.0,340.4
Kebili,Kebili Nord,6090609,17326 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",17326.0,351.53
Kebili,Kebili Nord,1983538,12634 m²,,"puit, eau",Olives,titre foncier,12634.0,157.0
Kebili,Kebili Nord,3893022,12080 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",12080.0,322.27
Kebili,Kebili Nord,1337665,3286 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3286.0,407.08
Kebili,Kebili Nord,1885182,12340 m²,,"sondage, eau",Olives,titre foncier,12340.0,152.77
Kebili,Kebili Nord,1193519,3942 m²,,"puit, électricité",Palmiers,"clôture, titre foncier",3942.0,302.77
Kebili,Kebili Nord,2977329,11725 m²,,"puit, eau",Olives,"clôture, titre foncier",11725.0,253.93
Kebili,Kebili Nord,1562051,7797 m²,,"puit, eau",Olives,"clôture, titre foncier",7797.0,200.34
Kebili,Kebili Nord,3397148,7053 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",7053.0,481.66
Kebili,Kebili Nord,2814564,13884 m²,,"sondage, eau",Olives,"clôture, titre foncier",13884.0,202.72
Kebili,Kebili Nord,397313,1629 m²,,"sondage, eau",Olives,"clôture, titre foncier",1629.0,243.9
Kebili,Kebili Nord,2727218,6141 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",6141.0,444.1
Kebili,Kebili Nord,844187,14401 m²,,eau,,,14401.0,58.62
Kebili,Kebili Nord,520808,4395 m²,,,,titre foncier,4395.0,118.5
Kebili,Kebili Nord,3671236,13541 m²,,"puit, eau",Olives,"clôture, titre foncier",13541.0,271.12
Kebili,Kebili Nord,3073929,10227 m²,,"puit, électricité",Olives,"clôture, titre foncier",10227.0,300.57
Kebili,Kebili Nord,4573322,10570 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",10570.0,432.67
Kebili,Kebili Nord,2288664,8550 m²,,"sondage, eau",,"clôture, titre foncier",8550.0,267.68
Kebili,Kebili Nord,4667663,10163 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",10163.0,459.28
Kebili,Kebili Nord,4770072,16284 m²,,"sondage, eau",Olives,"clôture, titre foncier",16284.0,292.93
Kebili,Kebili Nord,1308957,8896 m²,,,,titre foncier,8896.0,147.14
Kebili,Kebili Nord,2519908,10829 m²,,"sondage, eau",Olives,"clôture, titre foncier",10829.0,232.7
Kebili,Kebili Nord,4753901,18097 m²,,"sondage, eau",Olives,"clôture, titre foncier",18097.0,262.69
Kebili,Kebili Nord,1979233,12526 m²,,"sondage, eau",,titre foncier,12526.0,158.01
Kebili,Kebili Nord,4354046,14545 m²,,"sondage, eau",Olives,"clôture, titre foncier",14545.0,299.35
Kebili,Kebili Nord,216772,3998 m²,,eau,,,3998.0,54.22
Kebili,Kebili Nord,7677544,15405 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",15405.0,498.38
Kebili,Kebili Nord,421050,2637 m²,,"puit, eau",Olives,titre foncier,2637.0,159.67
Kebili,Kebili Nord,3623776,16120 m²,,"sondage, eau",,"clôture, titre foncier",16120.0,224.8
Kebili,Kebili Nord,1486960,5960 m²,,"sondage, eau",,"clôture, titre foncier",5960.0,249.49
Kebili,Kebili Nord,2367286,7398 m²,,"sondage, électricité",Olives,"clôture, titre foncier",7398.0,319.99
Kebili,Kebili Nord,5961403,13222 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",13222.0,450.87
Kebili,Kebili Nord,6535168,13810 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",13810.0,473.22
Kebili,Kebili Nord,3047588,15374 m²,,"sondage, eau",,titre foncier,15374.0,198.23
Kebili,Kebili Nord,338315,2202 m²,,"sondage, eau",Olives,titre foncier,2202.0,153.64
Kebili,Kebili Nord,2219270,8994 m²,,"sondage, eau",,"clôture, titre foncier",8994.0,246.75
Kebili,Kebili Nord,969259,16392 m²,,eau,,,16392.0,59.13
Kebili,Kebili Nord,8234656,17772 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17772.0,463.35
Kebili,Kebili Nord,865066,5040 m²,,"puit, eau",Olives,titre foncier,5040.0,171.64
Kebili,Kebili Nord,1901649,12260 m²,,"puit, eau",,titre foncier,12260.0,155.11
Kebili,Kebili Nord,4216596,8517 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8517.0,495.08
Kebili,Kebili Nord,1762275,3964 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",3964.0,444.57
Kebili,Kebili Nord,3755810,17413 m²,,"sondage, eau",Olives,"clôture, titre foncier",17413.0,215.69
Kebili,Kebili Nord,2664468,15306 m²,,"puit, eau",Olives,titre foncier,15306.0,174.08
Kebili,Kebili Nord,830133,1786 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",1786.0,464.8
Kebili,Kebili Nord,5648439,11909 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11909.0,474.3
Kebili,Kebili Nord,1357475,6128 m²,,"puit, eau",Olives,"clôture, titre foncier",6128.0,221.52
Kebili,Kebili Nord,7526435,19495 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",19495.0,386.07
Kebili,Kebili Nord,5734634,15748 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",15748.0,364.15
Kebili,Kebili Nord,560956,10798 m²,,eau,,,10798.0,51.95
Kebili,Kebili Nord,894285,3340 m²,,"sondage, eau",,"clôture, titre foncier",3340.0,267.75
Kebili,Kebili Nord,645460,6646 m²,,eau,,,6646.0,97.12
Kebili,Kebili Nord,2498901,11645 m²,,"sondage, eau",,"clôture, titre foncier",11645.0,214.59
Kebili,Kebili Nord,6950491,19811 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",19811.0,350.84
Kebili,Kebili Nord,4951908,17780 m²,,"puit, eau",Olives,"clôture, titre foncier",17780.0,278.51
Kebili,Kebili Nord,2263778,6845 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",6845.0,330.72
Kebili,Kebili Nord,6331167,13822 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",13822.0,458.05
Kebili,Kebili Nord,6449009,19264 m²,,"puit, électricité",Olives,"clôture, titre foncier",19264.0,334.77
Kebili,Kebili Nord,818180,11820 m²,,eau,,,11820.0,69.22
Kebili,Kebili Nord,860620,2777 m²,,"puit, électricité",Palmiers,"clôture, titre foncier",2777.0,309.91
Kebili,Kebili Nord,1475246,9939 m²,,,,titre foncier,9939.0,148.43
Kebili,Kebili Nord,425648,2263 m²,,"puit, eau",Olives,titre foncier,2263.0,188.09
Kebili,Kebili Nord,1179790,15913 m²,,eau,,,15913.0,74.14
Kebili,Kebili Nord,3417566,7410 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",7410.0,461.21
Kebili,Kebili Nord,700733,3117 m²,,"sondage, eau",Olives,"clôture, titre foncier",3117.0,224.81
Kebili,Kebili Nord,960190,3254 m²,,"puit, eau",,"clôture, titre foncier",3254.0,295.08
Kebili,Kebili Nord,5501240,18310 m²,,"sondage, électricité",Olives,"clôture, titre foncier",18310.0,300.45
Kebili,Kebili Nord,1390640,5708 m²,,"puit, eau",Olives,"clôture, titre foncier",5708.0,243.63
Kebili,Kebili Nord,3163443,10925 m²,,"sondage, eau",,"clôture, titre foncier",10925.0,289.56
Kebili,Kebili Nord,6453663,13682 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",13682.0,471.69
Kebili,Kebili Nord,2910710,18945 m²,,"sondage, eau",,titre foncier,18945.0,153.64
Kebili,Kebili Nord,335031,3063 m²,,,,titre foncier,3063.0,109.38
Kebili,Kebili Nord,461990,2793 m²,,"puit, eau",Olives,titre foncier,2793.0,165.41
Kebili,Kebili Nord,6004459,19284 m²,,"puit, électricité",Olives,"clôture, titre foncier",19284.0,311.37
Kebili,Kebili Nord,1463727,9074 m²,,"sondage, eau",Olives,titre foncier,9074.0,161.31
Kebili,Kebili Nord,3444367,18833 m²,,"puit, eau",,titre foncier,18833.0,182.89
Kebili,Kebili Nord,2453750,12861 m²,,"puit, eau",,titre foncier,12861.0,190.79
Kebili,Kebili Nord,1821673,17657 m²,,,,titre foncier,17657.0,103.17
Kebili,Kebili Nord,198084,3097 m²,,eau,,,3097.0,63.96
Kebili,Kebili Nord,3565251,16473 m²,,"sondage, eau",Olives,"clôture, titre foncier",16473.0,216.43
Kebili,Kebili Nord,6083154,13860 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",13860.0,438.9
Kebili,Kebili Nord,457139,1903 m²,,"sondage, eau",Olives,"clôture, titre foncier",1903.0,240.22
Kebili,Kebili Nord,7583540,15282 m²,près du centre,"puit, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",15282.0,496.24
Kebili,Kebili Nord,439877,7920 m²,,eau,,,7920.0,55.54
Kebili,Kebili Nord,1563200,6942 m²,,"sondage, eau",Olives,"clôture, titre foncier",6942.0,225.18
Kebili,Kebili Nord,1997848,10494 m²,,"sondage, eau",Olives,titre foncier,10494.0,190.38
Kebili,Kebili Nord,4705045,18072 m²,,"sondage, eau",Olives,"clôture, titre foncier",18072.0,260.35
Kebili,Kebili Nord,2772165,12626 m²,,"puit, eau",,"clôture, titre foncier",12626.0,219.56
Kebili,Kebili Nord,4581580,14095 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",14095.0,325.05
Kebili,Kebili Nord,5975368,18907 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",18907.0,316.04
Kebili,Kebili Nord,2924260,5968 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",5968.0,489.99
Kebili,Kebili Nord,6246281,14018 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",14018.0,445.59
Kebili,Kebili Nord,235860,3837 m²,,eau,,,3837.0,61.47
Kebili,Kebili Nord,1116096,3029 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",3029.0,368.47
Kebili,Kebili Nord,4737147,12906 m²,près du centre,"puit, électricité",Palmiers,"clôture, titre foncier",12906.0,367.05
Kebili,Kebili Nord,2431515,8605 m²,,"puit, eau",,"clôture, titre foncier",8605.0,282.57
Kebili,Kebili Nord,2012679,10716 m²,,"puit, eau",,titre foncier,10716.0,187.82
Kebili,Kebili Nord,1934212,6901 m²,,"puit, eau",,"clôture, titre foncier",6901.0,280.28
Kebili,Kebili Nord,856659,2237 m²,près du centre,"sondage, électricité",Palmiers,"clôture, titre foncier",2237.0,382.95
Kebili,Kebili Nord,3623627,15746 m²,,"puit, eau",Olives,"clôture, titre foncier",15746.0,230.13
Kebili,Kebili Nord,4256317,11860 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",11860.0,358.88
Kebili,Kebili Nord,6593495,16359 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",16359.0,403.05
Kebili,Kebili Nord,5050001,14917 m²,,"sondage, électricité",Palmiers,"clôture, titre foncier",14917.0,338.54
Kebili,Kebili Nord,1326056,5553 m²,,"sondage, eau",,"clôture, titre foncier",5553.0,238.8
Kebili,Kebili Nord,7916220,19898 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",19898.0,397.84
Kebili,Kebili Nord,4080627,15216 m²,,"sondage, eau",,"clôture, titre foncier",15216.0,268.18
Kebili,Kebili Nord,6571006,14907 m²,près du centre,"sondage, eau, électricité",Palmiers,"maison, garage, clôture, titre foncier",14907.0,440.8
Kebili,Kebili Nord,2301490,7907 m²,,"puit, eau",,"clôture, titre foncier",7907.0,291.07
Kebili,Kebili Nord,873530,4720 m²,,"puit, eau",Olives,titre foncier,4720.0,185.07
Kebili,Kebili Nord,2937754,11680 m²,,"puit, eau",Olives,"clôture, titre foncier",11680.0,251.52
